Unique ID,Value Chain,Technology,Core Occupation,Typical Qualifications (min),Key Activities,Unique Requirements for Hydrogen,Potential Talent Risk/Opportunity
1001,Manufacturing,Electrolyzer MFG,Sourcing specialist,"Degree in Mechanical, Electrical or
Electro-Mechanical Engineering","•
Act as point of contact for suppliers engaged
in product
•
Find, establish and support qualification of
strategic suppliers and components
•
Conduct market assessment and
identification of new suppliers and
component technologies required to support
new product design and existing products
undergoing design changes
•
Create, issue and analyze RFI/RFP/RFQ and
supplier cost break down documents","Depending on the hydrogen-related
product manufactured, may require
hydrogen specific skills/knowledge
as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment,
components and systems
including automotive, oil & gas,
agriculture, mining, aerospace"
1001,Manufacturing,Electrolyzer MFG,Test technician,"Multiple pathways to this career:
•
Technology Diploma: Aerospace,
Electrical, Mechanical
Engineering
•
Bachelor’s Degree: Aerospace,
Electrical, Mechanical
Engineering","•
Perform product systems validation plans
from a variety of inputs to identify potential
failure modes, while managing product risk
•
Mitigate potential product failure modes, by
testing interfaces, functions, functional
•
requirements, interactions, control factors,
noise factors, etc. efficiently improve the
reliability of products.","Depending on the hydrogen-related
product manufactured, may require
hydrogen specific skills/knowledge
as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining, aerospace:
•
Experience operating,
monitoring and maintaining
test equipment"
1001,Manufacturing,Electrolyzer MFG,Test validation engineer,"Multiple pathways to this career:
•
Bachelor’s Degree: Mechanical
Engineering
•
Technology Diploma:
Mechanical Engineering","•
Responsible for Design Verification Planning
and Reporting (DVP&R) activities
•
Develop plans and protocols to test
product/component performance, durability,
accelerated stress testing for new materials
and technology
•
Identify failure mechanisms, documentation
and analysis of failures using root cause
analysis, and develop mitigation strategies.
•
Provide guidance to test operators for test
execution and improving testing practices","Depending on the hydrogen-
related product manufactured,
may require hydrogen specific
skills/knowledge as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment,
components and systems
including automotive, oil &
gas, agriculture, mining,
aerospace"
1001,Manufacturing,Electrolyzer MFG,Welder,"Certificate of Qualification: Welder
•
Registered Apprentice
B or C Pressure Welding Ticket
maybe required for some
manufacturing (i.e.: pressure
vessels, piping systems, etc.)
Brazing knowledge an asset","•
Analyze product drawings and specifications
to plan, layout, assembly and welding of
materials
•
Measure, cut and prepare raw material.
•
Install, assemble and test components and
systems as identified in the project scope of
work and fabrication drawings","Depending on the hydrogen-related
product manufactured, may require
hydrogen specific skills/knowledge
as listed here","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including oil
& gas, agriculture, mining,
aerospace:
•
Welding processes
•
Codes and standards"
1001,Manufacturing,Electrolyzer MFG,"Facility maintenance
planner","Multiple pathways to this career:
•
Certificate of Qualification in
Industrial electrician, Industrial
mechanic/Millwright or
Instrumentation technician
•
Bachelor’s Degree: Electrical or
Mechanical Engineering","•
Plan and oversee execution of the preventive,
predictive, and condition-based maintenance
of production equipment","Nothing that impacts this
occupation’s ability to apply
expertise to manufacturing for the
hydrogen supply chains","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining,
aerospace"
1001,Manufacturing,Electrolyzer MFG,"Maintenance trades -
Electrical","Certificate of Qualification in
Industrial electrician
•
Registered apprentice","•
Build, install, commission, test, troubleshoot
and maintain electrical systems in the
manufacturing facility
•
Ensure that all work is performed in full
compliance with codes, regulations and
established safety standards
•
Recommend changes to designs, drawings
and modifications of equipment or parts","Nothing that impacts this
occupation’s ability to apply
expertise to manufacturing for the
hydrogen industry","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining,
aerospace"
1001,Manufacturing,Electrolyzer MFG,"Maintenance trade -
Electromechanical","Certificate of Qualification in
Industrial electrician, Industrial
mechanic or Millwright
•
Registered apprentice
Electrical and mechanical
certification an asset","•
Build, install, commission, test, troubleshoot
and maintain electromechanical equipment
and systems in the manufacturing facility
•
Ensure that all work is performed in full
compliance with codes, regulations and
established safety standards
•
Recommend changes to designs, drawings
and modifications of equipment or parts","Nothing that impacts this
occupation’s ability to apply
expertise to manufacturing for the
hydrogen supply chains","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining, aerospace"
1001,Manufacturing,Electrolyzer MFG,"Maintenance trade -
Instrumentation &
controls
Also known as:
•
Automation
technician","Certificate of Qualification in
Instrumentation technician
•
Registered apprentice","•
Build, install, commission, test, troubleshoot
and maintain robotic equipment and
automated production systems in the
manufacturing facility
•
Ensure that all work is performed in full
compliance with codes, regulations and
established safety standards","Nothing that impacts this
occupation’s ability to apply
expertise to manufacturing for the
hydrogen supply chains","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining, aerospace"
1001,Manufacturing,Electrolyzer MFG,"Maintenance trade -
Mechanical","Certificate of Qualification in
Industrial mechanic or Millwright
•
Registered apprentice","•
Build, install, commission, test, troubleshoot
and maintain mechanical systems in the
manufacturing facility
•
Ensure that all work is performed in full
compliance with codes, regulations and
established safety standards
•
Recommend changes to designs, drawings
and modifications of equipment or parts","Nothing that impacts this
occupation’s ability to apply
expertise to manufacturing for the
hydrogen supply chains","Skills/knowledge and
transferability with
manufacturing for sectors
requiring similar equipment
and components including
automotive, oil & gas,
agriculture, mining, aerospace"
1001,Manufacturing,Electrolyzer MFG,"Mechatronics engineer -
Facility","Bachelor’s Degree in Electrical,
Mechanical or Mechatronics
Engineering","•
Custom-design computer, software,
electrical and instrumentation systems and
mechanical machines to work together for
automated manufacturing processes and
production lines as per advanced
manufacturing concepts
•
Design computer-controlled
electromechanical systems that packages
components considering their mechanical,
thermal, and
•
electrical connections
•
Research, design, develop, or test
automation, intelligent systems, smart
devices, or industrial systems control
•
Evaluate performance, production quality,
diagnose and address process issues","Nothing that impacts this
occupation’s ability to apply
expertise to manufacturing for
hydrogen supply chains","Skills/knowledge and
transferability with advanced
manufacturing facilities for
other sectors
•
Automation and robotics."
5001,Support,Business,"Business & commercial
development specialist","Bachelors Degree in Chemical or
Mechanical Engineering
Likely supplemented with
Master of Business Administration
(MBA), or equivalent business
development training and
experience","•
Monitor and analyze market
development
•
Evaluate potential opportunities with
functional experts against
commercial, technical and non-
technical criteria
•
Prepare and present preliminary
project feasibility studies
•
Assist in conducting due diligence for
investment, acquisition and
partnership opportunities
•
Write contracts and lead negotiations
with customer through to closing","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Understanding of hydrogen
technologies, costs, and
carbon advantages and
disadvantages in order to
evaluate project opportunities
and feasibility against
commercial, technical and non-
technical requirements
•
Produce techno-
economic analysis
reports
•
Develop and present
business case for
hydrogen","Small talent pool of with mix of
business development skills and
technical hydrogen expertise
Skills, knowledge and
transferability opportunities likely
greatest with natural gas industry"
5002,Support,Digital,Cybersecurity specialist,"Multiple pathways to this career:
•
Bachelor’s Degree: Computer
Engineering, Computer Science,
Information Technology, Software
Engineering,
•
Technology Diploma: Computer
Engineering, Information
Technology Engineering, Software
Development
Cybersecurity certification an asset","•
Develop and implement applicable policy,
standards, guidelines, and procedures to
formally address the purpose, scope, roles,
and responsibilities for a cybersecurity
program.
•
Oversee compliance requirements
•
Establish risk-based controls to manage,
prevent, detect, and deter threats
•
Make recommendations concerning the
issuance of security clearance eligibility","Nothing that specifically impacts
this occupation’s ability to apply
expertise to the hydrogen
industry","Transferability of technical
expertise:
•
User activity monitoring tools
Data loss prevention tools
•
Case management systems
Current talent shortage of
experienced IT/digital talent"
5002,Support,Digital,Data engineer,"Multiple pathways to this career:
•
Bachelor’s Degree: Computer
Engineering, Computer Science,
Information Technology, Software
Engineering, Statistics
•
Technology Diploma: Computer
Engineering, Information Technology
Engineering, Software Development","•
Design, develop, optimize, and
maintain data pipelines to
extract data from a variety of
sources, including unstructured,
semi-structured, and fully
structured data
•
Design, develop, and implement
Data Warehouse solutions
•
Integrate and organize data that
underpin the company’s critical
applications and reporting
•
Maintain and optimize systems","Nothing that impacts this
occupation’s ability to apply
expertise for the hydrogen
industry","Transferability of technical
expertise:
•
Designing, building and
maintaining complex data
pipelines and warehousing
•
Building distributed systems to
process batch and streaming
data
•
Programming languages Python
and SQL
Current talent shortage of
experienced IT/digital talent"
5002,Support,Digital,Data scientist,"Bachelor’s Degree: Computer
Engineering, Computer Science,
Information Technology, Software
Engineering, Statistics","•Analyze and synthesize data
collected by the company and
other sources to predict trends,
glean business insights, and
answer questions that are
relevant to the organization","Domain knowledge of the
hydrogen value chain involved is
an asset","Transferability of technical
expertise:
•
Programming languages Python,
R and SQL
•
Machine Learning and Artificial
Intelligence (AI)
•
Data analysis, statistics and
algorithms
Current talent shortage of
experienced IT/digital talent"
5002,Support,Digital,Software developer,"Multiple pathways to this career:
•
Bachelor’s Degree: Computer
Engineer, Computer Science,
Information Technology or
Software Engineer
•
Technology Diploma: Computer
Engineering, Information
Technology Engineering, Software
Development
•
Software developer bootcamps","•Combination of software development,
coupled with top-tier software as a
service (SaaS) systems.
•Hands-on coding of services,
applications, and system-to-system
integrations
•Ongoing support of applications in
response to changing business and
system requirements
•Build scripts to create data pipelines","Nothing that impacts this
occupation’s ability to apply
expertise for the hydrogen
industry","Transferability of technical
expertise:
•
Programming languages
Python, R and SQL
•
Machine Learning and
Artificial Intelligence (AI)
Current talent shortage of
experienced IT/digital talent"
5002,Support,Digital,"Systems integration
specialist","Multiple pathways to this career:
•
Bachelor’s Degree: Computer
Engineer, Computer Science,
Information Technology or
Software Engineer
•
Technology Diploma: Computer
Engineering, Information
Technology Engineering, Software
Development","•
Apply engineering principles to ensure
complex software systems and hardware
are effectively integrated and work together
•
Quality control testing on software,
hardware, network configurations and
overall integration","Domain knowledge of the
hydrogen value chain involved is
an asset","Transferability of technical
expertise:
•
Programming languages
Python, R and SQL
•
SQL Server Management
•
Network communications
•
PLC programming and
development
•
HMI programming and
development
Current talent shortage of
experienced IT/digital talent"
5003,Support,ESG,Environmental specialist,"Bachelor's Degree:
Environmental Sciences,
Geography, Resource
Management, Public Policy","•
Plan and execute environmental impact
assessments, federal, provincial and local
permitting, and environmental compliance
activities
•
Provide technical environmental advice to
inform risk identification and mitigation
strategies and contingency planning
•
Collaborates with key internal groups
responsible for land, community relations,
Indigenous relations, regulatory, legal, and
safety to identify and resolve issues, execute
project execution plans and schedules, and
support the integration of environment
considerations into project and operations
planning","•
Hydrogen properties,
behaviour and potential
hazards created
•
Safety when working with or
around hydrogen
•
Knowledge of environmental
laws, regulations and practices
pertaining to hydrogen and
related infrastructure and
operations","Skills/knowledge and industry
transferability opportunity with
other industrial sectors
including oil & gas, chemicals,
petrochemicals, pulp & paper.
•
Knowledge/understanding
of federal and provincial
regulations"
5003,Support,ESG,"Environment, Social,
Governance (ESG)
analyst","Multiple pathways to this
career:
•
Bachelor’s Degree: Business,
Accounting, Environmental &
Science disciplines, Policy
•
Technology Diploma:
Business, Accounting,
Environmental & Science
disciplines","•
Compile and review ESG metrics provided by
business groups across the company
•
Assist in the development of processes and
controls around the gathering, and reporting, of
ESG data
•
Prepare responses to ESG rating agencies
•
Assist with the preparation of the Company’s
external sustainability reports
•
Assist in the evaluation of  projects
•
Assist with ESG materially assessments","•
Hydrogen properties,
behaviour and potential
hazards created
•
Safety when working with or
around hydrogen
•
Knowledge of hydrogen
technologies and value
proposition as it relates to
ESG factors and how to
measure them","Emerging occupation across
a number of industries
Small talent pool with mix of
technical, business,
regulatory and policy
expertise"
5003,Support,ESG,Health & safety advisor,"Post-secondary training in
occupational health & safety
Additional certifications that
may be beneficial:
•
Canadian Registered
Safety Professional (CRSP)
•
National Construction
Safety Officer (NCSO)
•
Qualified Health & Safety
Officer (QHSO)
•
Joint Health & Safety
Committee (JHSC) training","•
Develop, implement, monitor, and revise
programs and procedures associated with
environment, health, and safety systems
throughout the organization
•
Monitor and ensure compliance with
applicable safety legislation
•
Define an incident investigation process
and oversee implementation as required
•
Keep current with best practices
•
Conduct company safety audits
•
Develop emergency response procedures
for hydrogen related safety incidents
•
Liaise with governing bodies as required
•
Keep up-to-date with changes in
technology, regulations, codes and
standards","•
Advanced knowledge of
hydrogen properties, behaviour
and potential hazards created
•
Advanced knowledge of safety
when working with or around
hydrogen
•
Advanced knowledge of
regulatory systems, standards
and policy related to hydrogen","Skills/knowledge and industry
transferability opportunity with
other industrial sectors including
oil & gas, petrochemicals,
chemical manufacturing, mining,
Engineering, Procurement,
Construction (EPC)
•
Safety Management Systems
•
Regulations"
5003,Support,ESG,"Indigenous relations
specialist","Multiple pathways to this
career:
•
Bachelor's Degree in First
Nations and Indigenous
Studies, Political Science,
Business Administration,
Public Administration, Law,
Natural Resources
Management, or other
related field
•
A combination of related
education and Indigenous
relations experience
Cultural competency including
an understanding of
colonization, decolonization,
land and governance issues","•
Establish and lead development of strategic
Indigenous engagement
•
Develop and maintain constructive, authentic,
and collaborative relationships with Indigenous
communities and businesses
•
Advise leadership to ensure Indigenous
relations principles, stakeholder engagement
strategies, and negotiated commitments are
integrated across the company including
approach to major projects
•
Identify mitigation or avoidance strategies for
social risks related to Indigenous peoples
•
Support company interactions with Indigenous
communities in relation to major project
development, regulatory processes,
environmental management, archaeological
resource management, etc.
•
Advise on Indigenous local content and
procurement strategies
•
Drive company culture around Indigenous
Peoples understanding and inclusion; support
creation and delivery of Indigenous cultural
awareness training","•
Hydrogen properties,
behaviour and potential
hazards created
•
Safety when working with or
around hydrogen
•
Understanding of hydrogen
technologies, and economic
and social advantages and
disadvantages","Skills/knowledge and industry
transferability opportunity with
other industrial sectors
including oil & gas,
petrochemicals, chemical
manufacturing, mining,
Engineering, Procurement,
Construction (EPC)
Working for a First Nation,
Federal, Provincial, or local
government or an Indigenous
organization or agency."
5003,Support,ESG,"Regulatory analyst and
compliance specialist","Multiple pathways to this
career:
Multiple pathways to this
career:
•
Bachelor’s Degree:
Business, Accounting,
Engineering,
Environmental & Science
disciplines, Policy
•
Technology Diploma:
Business, Accounting,
Environmental & Science
disciplines","•
Analyze federal, provincial and
international regulatory programs to inform
pathways for company response
•
Define and implement company
compliance strategy including Greenhouse
Gas (GHG)  and alternate approaches
including carbon tax, carbon offsets, cap &
trade, etc.
•
Coordinate compliance submissions to
regulators
•
Monitor and identify all new and amended
laws, rules and regulations affecting
current and future company pathways
•
Engage legal, compliance and other
internal stakeholders to ensure
consistency and alignment in regulatory
applications and reporting accountabilities
•
Represent company and industry positions
to regulatory agencies, government
ministries and industry associations","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Advanced knowledge of current
and evolving regulatory
systems, standards and policy
related to hydrogen","Skills/knowledge and industry
transferability opportunity with
other industrial sectors including
oil & gas, biofuels,
petrochemicals, chemical
manufacturing, mining, etc.
Emerging skill and knowledge
requirements related to
compliance strategy including
Greenhouse Gas (GHG) and
alternate approaches such as
carbon tax, carbon offsets, cap &
trade, etc.
•
Likely to be a talent shortage"
5003,Support,ESG,"Stakeholder engagement and
communications specialist","Bachelor’s degree: Business,
Communication,
Environmental Management,
Policy, Political Science,
Social Sciences","•
Ensuring robust stakeholder consultation
strategies are in place and executed
according to project and operations
timelines
•
Coordinate and support key engagements
in the community and with key
stakeholders including provincial and
federal regulators and Indigenous groups
•
Support ongoing issue identification and
management, and dispute resolution as
required
•
Create positive relationships that fosters
trust and credibility
•
Continuously improve stakeholder
engagement as it relates to the
consultation and regulatory process","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Knowledge of hydrogen
technologies and value
proposition and benefits re:
socio-economic, environment,
climate change, etc.","Skills/knowledge and industry
transferability opportunity with
other industrial sectors involved
in large-scale development
including oil & gas, pipelines,
biofuels, petrochemicals,
chemical manufacturing, mining,
Engineering Procurement &
Construction (EPC) etc."
5003,Support,ESG,Sustainability specialist,"Bachelor’s Degree in
Engineering Environmental
science, Law
Familiarity with:
•
Internationally recognized
sustainability reporting
standards and frameworks
•
Climate regulatory policy
experience across Canada
Understanding of carbon
lifecycle analysis
models/tools (carbon
intensity).
•
Knowledge of relevant
federal, provincial and local
government climate activities
in Canada","•
Play a lead role in sustainability and
environmental, social and governance (ESG)
initiatives
•
Monitor external environment for research and
policy activities, trends, and issues related to
energy and climate policy and identify potential
disruptive market and technology trends
•
Assess business impacts of new, emerging and
existing climate related reduction laws, regulations
and policies
•
Develop models and scenario analysis around
climate change and assess any potential impact to
long-term business strategy and development plan
•
Develop and implement climate-related regulatory
strategies
•
Apply technical knowledge of GHG emissions and
ESG/Sustainability reporting
•
Work with business to extract the data necessary
to calculate and report emissions –related data for
regulatory compliance
•
Lead corporate interactions with governmental
agencies, industry associations and ENGOs
(Environment non-governmental Organization)","•
Hydrogen properties,
behaviour and potential
hazards created
•
Safety when working with or
around hydrogen
•
Knowledge of hydrogen
technologies and value
proposition and benefits re:
socio-economic, environment,
climate change, etc.
•
Advanced knowledge of
current and evolving regulatory
systems, standards and policy
related to hydrogen","Experienced hire with
advanced knowledge
Emerging occupation
across a number of
industries
Small talent pool with mix
of technical, business,
regulatory and policy
expertise"
5004,Support,Inspection,"Cathodic protection
technician","Combination of education,
experience and certification
Multiple pathways to this career:
•
Technologist Diploma: Electrical,
Materials Engineering,
Mechanical Engineering
•
Bachelor’s Degree: Materials or
Mechanical Engineering
Cathodic protection technician is a
designated occupation in Alberta
offering training and certification
through
Valid driver’s license + clean
abstract
National Association of Corrosion
Engineers (NACE) certification
•
Cathodic Protection Tester","•
Install, commission, energize, monitor,
evaluate, maintain, repair and
decommission cathodic protection
systems used to stop or slow corrosion
•
Install test equipment and perform
advanced field tests to assess
effectiveness of the cathodic
protection system
•
Adjust cathodic protection systems as
required to optimize cathodic
protection effectiveness
•
Keep up-to-date with changes in
technology, regulations, codes and
standards","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Understanding of cathodic
protection equipment and
techniques effective to protect
against hydrogen
corrosion/embrittlement","Existing workforce trained to
conduct inspections taking
hydrogen properties and
characteristics into account
Certifying body(ies) may need to
upgrade existing certifications
and/or develop new ones for
hydrogen"
5004,Support,Inspection,Coating inspector,"Combination of education,
experience and certification
Certification of Qualification: Painter
National Association of Corrosion
Engineers (NACE) certification
•
Coating Inspector
Society for Protective Coatings
(SSPC) certification
•
Protective Coatings Inspector
(NACE & SSPC have recently
amalgamated under Association for
Materials Protection and
Performance (AMPP))","•Inspection, Measurement, and
Monitoring (IMM) of coating activities
to ensure in-process applications are
followed accurately
•Ensure that environmental conditions
are suitable for coating application
•
Verify substrate cleanliness and
surface profile preparation
•
Ensure consistent verification of
coating product batch number,
temperature, and mixing practices
•
Verify coating application technique
and wet film thickness
•
Verify dry film thickness, coating cure,
and coating hardness
•
Verify holiday detection equipment and
activities
•Perform visual coating inspection, and
oversee coating quality control practice
•Keep up-to-date with changes in
technology, regulations, codes and
standards","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Understanding of coatings
effective for protecting
equipment, piping, pipelines,
etc. used for hydrogen against
corrosion/embrittlement and
their correct application","Existing workforce trained to
conduct inspections taking
hydrogen properties and
characteristics into account
Certifying body(ies) may need to
upgrade existing certifications
and/or develop new ones for
hydrogen"
5004,Support,Inspection,"Construction
inspector","Multiple pathways to this career:
•
Bachelor’s Degree: Civil or
Mechanical Engineering
•
Engineering Technologist Diploma:
Civil or Mechanical
Valid driver’s license + clean abstract","•
Conduct inspections and ongoing
monitoring throughout construction
of new infrastructure to ensure
conformance with plans,
specifications, codes and
regulations
•
Witness acceptance testing,
compliance testing and material
testing","•
Hydrogen properties, behaviour and potential
hazards created
•
Safety when working with or around hydrogen
•
Understanding of acceptance, compliance and
materials testing required for hydrogen
infrastructure
•
Knowledge of hydrogen related regulations,
standards and codes
•
Keep up-to-date with changes to hydrogen
technology, regulations, standards and codes","Existing workforce trained
to conduct inspections
taking hydrogen properties
and characteristics into
account"
5004,Support,Inspection,Corrosion specialist,"Combination of education, 
experience and certification
Multiple pathways to this career:
• Bachelor’s Degree: Materials or 
Mechanical Engineering 
• Engineering Technologist Diploma: 
Materials/Metallurgical, 
Mechanical
National Association of Corrosion 
Engineers (NACE) certification
Valid driver’s license + clean abstract","• Apply knowledge of engineering principles and corrosion theory to hydrogen projects • Inspect, maintain and trouble-shoot equipment, facilities and pipelines • Provide input into methodology, and integrity procedures, practices and technologies including cathodic protection equipment and systems and corrosion control systems • Apply corrosion prediction models to assess corrosion/embrittlement rates","• Hydrogen properties, behaviour and potential 
hazards created 
• Safety when working with or around hydrogen
• Materials, coatings and inhibitors to use and 
correct application to protect from hydrogen 
corrosion 
• Practices, technologies, equipment and 
systems to control hydrogen 
corrosion/embrittlement 
• Knowledge of hydrogen related regulations, 
standards and codes 
• Keep up-to-date with changes to hydrogen 
technology, regulations, standards and codes","Existing workforce trained 
to conduct inspections 
taking hydrogen properties 
and characteristics into 
account
Certifying body(ies) may 
need to upgrade existing 
certifications and/or 
develop new ones for 
hydrogen"
5004,Support,Inspection,"In-service pressure 
equipment inspector","Combination of education, experience and certification • Provincially regulated occupation Multiple pathways to this career: • Bachelor’s Degree: Materials, Mechanical, Metallurgical, Welding Engineering • Certificate of Qualification: Power Engineer or Stationary Engineer • Engineering Technologist Diploma: Materials/Metallurgical, Mechanical or Welding Additional relevant certifications from: • American Petroleum Institute (API) • American Society of Mechanical Engineers (ASME) • American Society for Nondestructive Testing (ASNT) • National NDT Certification Body (NDTCB) Valid driver’s license + clean abstract","• Conduct integrity assessments of in-service pressure equipment that contain expansible fluid under pressure including boilers, pressure coil, thermal liquid heating systems, pressure vessels and tanks, pressure piping systems and fittings • Inspect and certify in-service pressure equipment and any repairs done as required by codes and standards • Conduct incident investigations that are caused by or affect in-service pressure equipment • Keep up-to-date with changes in technology, regulations, codes and standards","• Hydrogen properties, behaviour and potential hazards created • Safety when working with or around hydrogen • Assess integrity of vessels, tanks, piping systems and fitting, valves and seals to withstand hydrogen pressure and temperatures • Assess strength and integrity of welds to withstand hydrogen pressure and temperatures • Knowledge of hydrogen related regulations, standards and codes • Keep up-to-date with changes to hydrogen technology, regulations, standards and codes",Existing workforce trained to conduct inspections taking hydrogen properties and characteristics into account Certifying body(ies) may need to upgrade existing certifications and/or develop new ones for hydrogen
5004,Support,Inspection,Non-destructive (NDE) inspector and technician,"Combination of education, experience 
and certification
Multiple pathways to this career:
• Bachelor’s Degree: Materials or 
Mechanical Engineering 
• Engineering Technologist Diploma: 
Materials/Metallurgical, 
Mechanical
Additional relevant certifications from:
• American Petroleum Institute (API)
• American Society of Mechanical 
Engineers (ASME)
• American Society for 
Nondestructive Testing (ASNT)
• Association for Materials Protection 
and Performance (AMPP)/National 
Association of Corrosion Engineers 
(NACE) 
• National NDT Certification Body 
(NDTCB)
Valid driver’s license + clean abstract","• Conduct tests that provide 
information about the condition of 
materials and components without 
destroying them
• Set up and calibrate testing 
equipment
• Apply testing techniques such as: 
Magnetic particle inspection (MPI), 
Liquid penetrant inspection (LPI), 
Radiography testing (RT), Ultrasonic 
testing (UT), Eddy current testing 
(ET), acoustic emission, vibration 
analysis, infrared thermography and 
laser shearography
• Devise ways to examine objects that 
could include use of advanced 
computer systems, drone, and 
robotic systems to capture and 
analyze data in difficult areas, etc.","• Hydrogen properties, behaviour 
and potential hazards created 
• Safety when working with or 
around hydrogen
• Assess integrity of vessels, 
tanks, piping systems and 
fitting, valves and seals to 
withstand hydrogen pressure 
and temperatures 
• Assess strength and integrity of 
welds to withstand hydrogen 
pressure and temperatures 
• Knowledge of hydrogen related 
regulations, standards and 
codes 
• Keep up-to-date with changes 
to hydrogen technology, 
regulations, standards and 
codes","Existing workforce trained to 
conduct inspections taking 
hydrogen properties and 
characteristics into account
Certifying body(ies) may need to 
upgrade existing certifications 
and/or develop new ones for 
hydrogen"
5004,Support,Inspection,"Safety codes inspector
Also known as:
•
Safety codes officer","Combination of education,
technical experience and
certification
•
Provincially regulated
occupation
Multiple pathways to this career:
•
Bachelor’s Degree in
Engineering
•
Engineering Technologist
Diploma
•
Certificate of Qualification:
Trades
•
Certificate of Qualification:
Power Engineer or Stationary
Engineer
Subject to certification
requirements established through
provincial regulatory agency
Valid driver’s license + clean
abstract","•
Enforce safety codes and regulations by
•
examining plans, specifications and
related technical documents and
conducting inspections to ensure
conformance
•
Conduct field inspections, investigate
complaints, liaise with contractors and
regarding permit status and
infractions/deficiencies
•
interpret technical reports
•
Prepare and submit detailed inspection
reports on all site inspections
•
Interpret and enforce regulations
impartially and tactfully communicate with
stakeholders","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Advanced knowledge of
legislation relating to hydrogen
safety codes and standards
•
Keep up-to-date with changes
to hydrogen technology,
regulations, standards and
codes and assess impact to
safety requirements","Existing workforce trained to
conduct safety code
inspections taking hydrogen
properties, behaviour, potential
hazards, regulations, codes and
standards into account
Certifying body(ies) may need
to upgrade existing
certifications and/or develop
new ones for hydrogen"
5004,Support,Inspection,Welding inspector,"Combination of education,
experience and certification
Multiple pathways to this career:
•
Certification of Qualification:
Welder
•
Bachelor’s Degree: Materials or
Mechanical Engineering
•
Technologist Diploma: Materials
Engineering, Mechanical
Engineering
Canadian Welding Bureau (CWB)
certification for Welding Inspectors
Valid driver’s license + clean
abstract","•
Review welding procedures against related
standards, codes, and drawings
•
Monitor and examine work performed by
tackers, welding operators or welders
•
Verify that the specified base metal and
welding materials are used properly and
maintained in good condition
•
Verify that joint preparation and fit-up meet
requirements
•
Examine and evaluate welds
•
Keep up-to-date with changes in
technology, regulations, codes and
standards","•
Hydrogen properties, behaviour
and potential hazards created
•
Safety when working with or
around hydrogen
•
Welding procedures and
techniques appropriate for
hydrogen
•
Assess strength and integrity of
welds to withstand hydrogen
pressure and temperatures
•
Knowledge of hydrogen related
regulations, standards and
codes
•
Keep up-to-date with changes to
hydrogen technology,
regulations, standards and
codes","Existing workforce trained to
conduct safety code
inspections taking hydrogen
properties, behaviour,
potential hazards,
regulations, codes and
standards into account
Certifying body(ies) may
need to upgrade existing
certifications and/or
develop new ones for
hydrogen"
